timestamp,datetime,open,high,low,close,volume
1635901200000,2021-11-03T01:00:00.000Z,4367.46,4387.58,4352.75,4382.13,11651.1212
1635904800000,2021-11-03T02:00:00.000Z,4489.2,4525.48,4456.22,4475.38,14433.1257
1635908400000,2021-11-03T03:00:00.000Z,4429.53,4448.91,4399.71,4438.48,13004.6089
1635912000000,2021-11-03T04:00:00.000Z,4533.62,4571.21,4474.62,4516.95,13604.8106
1635915600000,2021-11-03T05:00:00.000Z,4413.7,4443.36,4373.97,4441.44,10177.3057
1635919200000,2021-11-03T06:00:00.000Z,4464.7,4512.86,4461.67,4500.85,8925.5264
1635922800000,2021-11-03T07:00:00.000Z,4498.48,4561.79,4463.61,4528.16,17537.6119
1635926400000,2021-11-03T08:00:00.000Z,4492.32,4504.91,4459.43,4485.71,9155.698
1635930000000,2021-11-03T09:00:00.000Z,4480.2,4513.19,4434.24,4475.91,8702.8875
1635933600000,2021-11-03T10:00:00.000Z,4501.16,4573.66,4490.67,4530.24,12982.2854
1635937200000,2021-11-03T11:00:00.000Z,4446.91,4498.06,4443.16,4474.86,13683.7031
1635940800000,2021-11-03T12:00:00.000Z,4467.04,4472.49,4422.47,4454.32,7049.1179
1635944400000,2021-11-03T13:00:00.000Z,4472,4517.49,4442.97,4480.86,5628.899
1635948000000,2021-11-03T14:00:00.000Z,4450.59,4507.97,4426.88,4467.7,13301.379
1635951600000,2021-11-03T15:00:00.000Z,4424.83,4473.23,4387.05,4429.38,11249.2035
1635955200000,2021-11-03T16:00:00.000Z,4419.45,4461.9,4401.85,4432.55,6318.5375
1635958800000,2021-11-03T17:00:00.000Z,4497.49,4497.75,4444.72,4478.52,15965.7
1635962400000,2021-11-03T18:00:00.000Z,4471.96,4495.45,4405.19,4429.66,18669.3681
1635966000000,2021-11-03T19:00:00.000Z,4566.75,4611.98,4541.29,4561.95,7713.2614
1635969600000,2021-11-03T20:00:00.000Z,4461.99,4483.18,4419.55,4467.71,15851.8471
1635973200000,2021-11-03T21:00:00.000Z,4591.48,4598.95,4514.61,4556.99,19194.7658
1635976800000,2021-11-03T22:00:00.000Z,4436.58,4480.54,4387.57,4404.62,7178.8536
1635980400000,2021-11-03T23:00:00.000Z,4399.12,4407.88,4379.56,4384,7620.3253
1635984000000,2021-11-04T00:00:00.000Z,4560.51,4618.14,4554.36,4587.71,8805.4556
1635987600000,2021-11-04T01:00:00.000Z,4426.93,4431.85,4412.1,4428.3,5741.6217
1635991200000,2021-11-04T02:00:00.000Z,4531.41,4570.51,4494.1,4543.01,15890.6423
1635994800000,2021-11-04T03:00:00.000Z,4578.13,4602.86,4540.25,4575.56,11030.2597
1635998400000,2021-11-04T04:00:00.000Z,4398.12,4421.98,4397.17,4404.48,10645.2442
1636002000000,2021-11-04T05:00:00.000Z,4516.31,4531.94,4502.29,4515.98,11344.7171
1636005600000,2021-11-04T06:00:00.000Z,4560.8,4592.62,4519.9,4550.44,10005.1892
1636009200000,2021-11-04T07:00:00.000Z,4604.72,4651.6,4594.78,4614.4,9371.6144
1636012800000,2021-11-04T08:00:00.000Z,4503.73,4537.48,4500.54,4520.76,14801.8131
1636016400000,2021-11-04T09:00:00.000Z,4454.03,4515.52,4431.34,4490.63,11256.2785
1636020000000,2021-11-04T10:00:00.000Z,4500.64,4555.35,4496.82,4530.18,12178.7978
1636023600000,2021-11-04T11:00:00.000Z,4461.58,4476.74,4442.17,4474.85,14222.8678
1636027200000,2021-11-04T12:00:00.000Z,4448.34,4482.54,4429.29,4448.57,9295.2583
1636030800000,2021-11-04T13:00:00.000Z,4510.67,4551.53,4464.42,4495.99,6430.1248
1636034400000,2021-11-04T14:00:00.000Z,4549.48,4589.25,4522.91,4550.06,11837.3906
1636038000000,2021-11-04T15:00:00.000Z,4482.16,4502.32,4450.33,4481.68,6446.194
1636041600000,2021-11-04T16:00:00.000Z,4542.25,4588.33,4508.29,4565.98,8836.1591
1636045200000,2021-11-04T17:00:00.000Z,4479.87,4485.96,4418.75,4449,8681.3981
1636048800000,2021-11-04T18:00:00.000Z,4544.23,4588.15,4516.96,4538.26,9571.9722
1636052400000,2021-11-04T19:00:00.000Z,4590.05,4637.91,4589.69,4597.11,10276.0835
1636056000000,2021-11-04T20:00:00.000Z,4518.06,4531.88,4496.66,4521.75,10437.9411
1636059600000,2021-11-04T21:00:00.000Z,4589.02,4639.33,4566.54,4599.35,6660.5796
1636063200000,2021-11-04T22:00:00.000Z,4505.34,4523.41,4504.53,4512.17,8670.7063
1636066800000,2021-11-04T23:00:00.000Z,4624.65,4649.55,4589.72,4638.04,15778.6722
1636070400000,2021-11-05T00:00:00.000Z,4539.09,4580.33,4538.1,4555.5,11313.7763
1636074000000,2021-11-05T01:00:00.000Z,4602.89,4614.79,4576.2,4605.22,5150.6488
1636077600000,2021-11-05T02:00:00.000Z,4637.07,4666.94,4605.37,4661.46,11108.3863
1636081200000,2021-11-05T03:00:00.000Z,4479.22,4488.88,4436.8,4470.84,14976.6348
1636084800000,2021-11-05T04:00:00.000Z,4594.98,4639.94,4558.5,4609.16,16899.8509
1636088400000,2021-11-05T05:00:00.000Z,4564.12,4605.79,4519.64,4550.69,16152.8886
1636092000000,2021-11-05T06:00:00.000Z,4522.84,4557.49,4468.43,4505.61,17491.875
1636095600000,2021-11-05T07:00:00.000Z,4634.34,4648.85,4628.46,4630.25,9841.0403
1636099200000,2021-11-05T08:00:00.000Z,4584.88,4637.58,4539.37,4623.09,9225.629
1636102800000,2021-11-05T09:00:00.000Z,4540.93,4549.96,4516.59,4534.43,12874.5871
1636106400000,2021-11-05T10:00:00.000Z,4596.7,4660.26,4572.78,4614.86,9983.3561
1636110000000,2021-11-05T11:00:00.000Z,4647.62,4668.44,4611.22,4622.89,15800.1359
1636113600000,2021-11-05T12:00:00.000Z,4469.02,4511.45,4447.21,4502.33,19398.8857
1636117200000,2021-11-05T13:00:00.000Z,4536.25,4561.59,4516.78,4540.02,9113.4286
1636120800000,2021-11-05T14:00:00.000Z,4572.07,4599.5,4564.49,4576.96,15754.5587
1636124400000,2021-11-05T15:00:00.000Z,4459.88,4480.65,4459.13,4475.51,12705.845
1636128000000,2021-11-05T16:00:00.000Z,4660.96,4702.05,4608.14,4644.75,9184.3025
1636131600000,2021-11-05T17:00:00.000Z,4599.96,4625.53,4589.71,4620.4,11948.4551
1636135200000,2021-11-05T18:00:00.000Z,4689.92,4718.12,4685.15,4698.24,7054.1457
1636138800000,2021-11-05T19:00:00.000Z,4624.83,4658.5,4584.2,4597.67,9674.186
1636142400000,2021-11-05T20:00:00.000Z,4522.78,4538,4491.61,4536.6,7898.9729
1636146000000,2021-11-05T21:00:00.000Z,4606.21,4662.33,4571.88,4633.72,18096.7451
1636149600000,2021-11-05T22:00:00.000Z,4480.09,4532.28,4454.1,4491.95,11202.3837
1636153200000,2021-11-05T23:00:00.000Z,4594.87,4671.78,4590.83,4626.49,12435.5825
1636156800000,2021-11-06T00:00:00.000Z,4616.55,4682.14,4573.05,4646.38,13448.1992
1636160400000,2021-11-06T01:00:00.000Z,4667.15,4685.06,4602.19,4635.8,8265.9406
1636164000000,2021-11-06T02:00:00.000Z,4607.43,4652.59,4602.85,4620.91,9597.9681
1636167600000,2021-11-06T03:00:00.000Z,4543.08,4568.5,4517.11,4539.54,12097.1152
1636171200000,2021-11-06T04:00:00.000Z,4515.99,4531.3,4510.96,4515.74,14512.8644
1636174800000,2021-11-06T05:00:00.000Z,4559.3,4598.81,4508.78,4553.07,6523.4055
1636178400000,2021-11-06T06:00:00.000Z,4705.76,4735.3,4691.16,4721.27,8652.7266
1636182000000,2021-11-06T07:00:00.000Z,4686.83,4687.14,4629.71,4667.99,9862.8643
1636185600000,2021-11-06T08:00:00.000Z,4605.91,4623.93,4583.16,4601.06,12232.8608
1636189200000,2021-11-06T09:00:00.000Z,4565.02,4609.13,4519.23,4541.33,8175.7763
1636192800000,2021-11-06T10:00:00.000Z,4671.14,4671.93,4620.49,4640.51,10696.5902
1636196400000,2021-11-06T11:00:00.000Z,4668.02,4750.59,4644.24,4707.33,11979.6044
1636200000000,2021-11-06T12:00:00.000Z,4659.74,4719.46,4629.66,4673.71,14633.9577
1636203600000,2021-11-06T13:00:00.000Z,4634.11,4692.09,4626.1,4652.03,14972.6139
1636207200000,2021-11-06T14:00:00.000Z,4747.24,4759.66,4695.55,4721.96,10408.8726
1636210800000,2021-11-06T15:00:00.000Z,4663.25,4675.99,4661.41,4675.18,7249.0877
1636214400000,2021-11-06T16:00:00.000Z,4616.26,4659.69,4584.78,4633.89,6143.141
1636218000000,2021-11-06T17:00:00.000Z,4630.05,4661.17,4583.29,4596.83,15285.2385
1636221600000,2021-11-06T18:00:00.000Z,4597.69,4612.75,4574.88,4583.64,7293.9541
1636225200000,2021-11-06T19:00:00.000Z,4703,4722.42,4673.4,4696.06,15179.6054
1636228800000,2021-11-06T20:00:00.000Z,4636.55,4639.87,4592.93,4639.15,8639.103
1636232400000,2021-11-06T21:00:00.000Z,4576.45,4594.2,4541.93,4565.56,12515.4624
1636236000000,2021-11-06T22:00:00.000Z,4749.18,4772.38,4739.62,4748.02,7743.17
1636239600000,2021-11-06T23:00:00.000Z,4582.79,4591.46,4569.6,4582,14405.5507
1636243200000,2021-11-07T00:00:00.000Z,4721.76,4757.7,4696.86,4748.74,13697.187
1636246800000,2021-11-07T01:00:00.000Z,4634.35,4656.8,4612.42,4635.82,7654.5068
1636250400000,2021-11-07T02:00:00.000Z,4568.15,4592.68,4526.75,4542.92,14368.3134
1636254000000,2021-11-07T03:00:00.000Z,4648.67,4686.14,4607.55,4661.99,11359.0928
1636257600000,2021-11-07T04:00:00.000Z,4743.18,4770.39,4679.89,4714.8,14027.7921
1636261200000,2021-11-07T05:00:00.000Z,4784.89,4787.14,4772.24,4783.91,5831.0408
1636264800000,2021-11-07T06:00:00.000Z,4612.83,4646.46,4568.9,4581.19,14277.6531
1636268400000,2021-11-07T07:00:00.000Z,4652.95,4686.64,4636.01,4659.43,12773.0856
1636272000000,2021-11-07T08:00:00.000Z,4679.2,4701.6,4636.25,4695.46,15665.2702
1636275600000,2021-11-07T09:00:00.000Z,4634.76,4652.47,4599.88,4621.93,12409.548
1636279200000,2021-11-07T10:00:00.000Z,4636.92,4676.88,4604.82,4664.38,13653.6997
1636282800000,2021-11-07T11:00:00.000Z,4635.88,4695.95,4622.29,4654.46,9171.5715
1636286400000,2021-11-07T12:00:00.000Z,4590.56,4654.12,4585.04,4617.87,7581.597
1636290000000,2021-11-07T13:00:00.000Z,4786.56,4804.47,4743.76,4770.11,9865.9852
1636293600000,2021-11-07T14:00:00.000Z,4714.56,4740.8,4685.64,4708.25,7235.7189
1636297200000,2021-11-07T15:00:00.000Z,4799.39,4811.18,4789.69,4796.44,8692.7644
1636300800000,2021-11-07T16:00:00.000Z,4589,4611.98,4546.62,4602.89,11884.7467
1636304400000,2021-11-07T17:00:00.000Z,4714.93,4752.67,4702.66,4717.42,6690.9236
1636308000000,2021-11-07T18:00:00.000Z,4823.03,4826.21,4786.97,4819.19,14163.4214
1636311600000,2021-11-07T19:00:00.000Z,4621.14,4660.12,4603.61,4626.1,8956.4175
1636315200000,2021-11-07T20:00:00.000Z,4792.24,4807.63,4762.68,4795.06,11366.2967
1636318800000,2021-11-07T21:00:00.000Z,4795.11,4812.56,4765.6,4803.71,11436.8768
1636322400000,2021-11-07T22:00:00.000Z,4807,4846.83,4763.17,4785.32,10929.582
1636326000000,2021-11-07T23:00:00.000Z,4783.73,4809.07,4751.66,4762.44,11052.1102
1636329600000,2021-11-08T00:00:00.000Z,4630.1,4631.59,4618.92,4628.67,13574.7229
1636333200000,2021-11-08T01:00:00.000Z,4743.46,4784.04,4699.61,4739.61,6020.3973
1636336800000,2021-11-08T02:00:00.000Z,4832.17,4858.11,4790.36,4853.86,8535.9093
1636340400000,2021-11-08T03:00:00.000Z,4628.23,4664.82,4588.92,4644.59,14851.7914
1636344000000,2021-11-08T04:00:00.000Z,4770.99,4791.57,4764.05,4776.2,11258.3722
1636347600000,2021-11-08T05:00:00.000Z,4772.3,4796.31,4746.97,4791.39,17351.6563
1636351200000,2021-11-08T06:00:00.000Z,4828.45,4850.05,4816.45,4827.23,13486.9829
1636354800000,2021-11-08T07:00:00.000Z,4820.85,4867.65,4796.57,4813.6,10119.9712
1636358400000,2021-11-08T08:00:00.000Z,4698.7,4729.87,4693.28,4703.67,5732.8617
1636362000000,2021-11-08T09:00:00.000Z,4729.94,4779.6,4683.28,4760.28,16700.862
1636365600000,2021-11-08T10:00:00.000Z,4651.68,4672.88,4627.01,4642.9,8075.45
1636369200000,2021-11-08T11:00:00.000Z,4769.34,4786.98,4708.88,4746.02,16531.2396
1636372800000,2021-11-08T12:00:00.000Z,4681.08,4707.26,4671.78,4694.6,14765.9924
1636376400000,2021-11-08T13:00:00.000Z,4712.66,4738.42,4664.63,4683.13,9437.6908
1636380000000,2021-11-08T14:00:00.000Z,4880.62,4928.13,4843.21,4865.27,7848.0079
1636383600000,2021-11-08T15:00:00.000Z,4774.85,4792.76,4757.88,4764.77,11449.1524
1636387200000,2021-11-08T16:00:00.000Z,4846.91,4886.01,4762.23,4807.85,13254.3054
1636390800000,2021-11-08T17:00:00.000Z,4745.44,4785.64,4682.78,4720.15,17125.414
1636394400000,2021-11-08T18:00:00.000Z,4811.82,4842.69,4805.81,4822.14,6587.1426
1636398000000,2021-11-08T19:00:00.000Z,4801.62,4846.05,4781.9,4801,14596.646
1636401600000,2021-11-08T20:00:00.000Z,4747.59,4760.58,4711.02,4727.48,14595.1747
1636405200000,2021-11-08T21:00:00.000Z,4694.46,4704.93,4674.72,4681.26,9318.7
1636408800000,2021-11-08T22:00:00.000Z,4776.74,4796.03,4772.44,4776.46,11583.2045
1636412400000,2021-11-08T23:00:00.000Z,4840.37,4855.53,4784.47,4817.56,12182.5765
1636416000000,2021-11-09T00:00:00.000Z,4904.99,4941.68,4896.16,4917.32,7975.8603
1636419600000,2021-11-09T01:00:00.000Z,4911.06,4914.24,4891.18,4909.29,7971.5636
1636423200000,2021-11-09T02:00:00.000Z,4754.74,4767.79,4751.66,4762.59,14728.9143
1636426800000,2021-11-09T03:00:00.000Z,4766.79,4788.24,4705.24,4744.26,16242.4834
1636430400000,2021-11-09T04:00:00.000Z,4881.87,4906.68,4837.79,4892.28,6230.3414
1636434000000,2021-11-09T05:00:00.000Z,4842.25,4864.74,4831.98,4848.48,15329.6337
1636437600000,2021-11-09T06:00:00.000Z,4844.17,4862.14,4812.93,4828.05,12648.8463
1636441200000,2021-11-09T07:00:00.000Z,4866.59,4905.13,4866.45,4875.34,10619.7919
1636444800000,2021-11-09T08:00:00.000Z,4710.5,4743.57,4696.38,4733.48,10760.1012
1636448400000,2021-11-09T09:00:00.000Z,4853.9,4906.75,4849.57,4859.64,12911.2446
1636452000000,2021-11-09T10:00:00.000Z,4802.05,4815.73,4787.28,4801.47,12396.2206
1636455600000,2021-11-09T11:00:00.000Z,4761.83,4780.23,4741.3,4778.46,15492.4072
1636459200000,2021-11-09T12:00:00.000Z,4800.65,4813.66,4798.2,4800.28,13616.5606
1636462800000,2021-11-09T13:00:00.000Z,4855.11,4886.48,4844.49,4845.22,14751.848
1636466400000,2021-11-09T14:00:00.000Z,4809.66,4817.15,4768.93,4785.49,13746.0344
1636470000000,2021-11-09T15:00:00.000Z,4729.18,4773.58,4677.23,4716,14718.7988
1636473600000,2021-11-09T16:00:00.000Z,4916.16,4978.63,4878.44,4930.56,7970.7327
1636477200000,2021-11-09T17:00:00.000Z,4739.41,4778.16,4730.47,4760.39,12146.9134
1636480800000,2021-11-09T18:00:00.000Z,4914.96,4922.78,4861.2,4870.52,16582.4174
1636484400000,2021-11-09T19:00:00.000Z,4912.56,4973.54,4870.19,4924.65,6696.4963
1636488000000,2021-11-09T20:00:00.000Z,4899.68,4901.67,4881.81,4898.8,5404.0139
1636491600000,2021-11-09T21:00:00.000Z,4770.72,4813.98,4743.36,4746.4,10866.3205
1636495200000,2021-11-09T22:00:00.000Z,4854.53,4861.46,4832.88,4856.33,9963.4768
1636498800000,2021-11-09T23:00:00.000Z,4929.02,4932.9,4917.58,4929.09,13647.6865
1636502400000,2021-11-10T00:00:00.000Z,4844.63,4898.85,4819.74,4854.54,9416.0749
1636506000000,2021-11-10T01:00:00.000Z,4815.89,4857.64,4769.2,4820.86,11573.4697
1636509600000,2021-11-10T02:00:00.000Z,4821.52,4828.83,4778.39,4823.9,12059.6275
1636513200000,2021-11-10T03:00:00.000Z,4874.31,4879.56,4867.32,4876.65,10034.5645
1636516800000,2021-11-10T04:00:00.000Z,4963,5009.85,4958.09,4961.88,12918.086
1636520400000,2021-11-10T05:00:00.000Z,4967.25,4987.55,4928.08,4983.52,7459.3764
1636524000000,2021-11-10T06:00:00.000Z,4817.14,4830.67,4787.15,4805.8,5849.5272
1636527600000,2021-11-10T07:00:00.000Z,4777.73,4827.54,4757.65,4787.44,15739.2528
1636531200000,2021-11-10T08:00:00.000Z,4940.73,4989.45,4904.12,4938.28,11526.762
1636534800000,2021-11-10T09:00:00.000Z,4788.47,4823.82,4727.23,4758.28,17149.0127
1636538400000,2021-11-10T10:00:00.000Z,4940.13,4960.71,4912.72,4934.95,7871.6807
1636542000000,2021-11-10T11:00:00.000Z,4938.33,4940.48,4929.33,4931.69,16007.1501
1636545600000,2021-11-10T12:00:00.000Z,4905.41,4958.47,4870.56,4922.49,9176.2564
1636549200000,2021-11-10T13:00:00.000Z,4742.91,4779.23,4700.06,4763.91,16627.5623
1636552800000,2021-11-10T14:00:00.000Z,4765.68,4771.94,4696.71,4737.47,9165.9955
1636556400000,2021-11-10T15:00:00.000Z,4939.48,4988.51,4917.63,4953.67,14457.922
1636560000000,2021-11-10T16:00:00.000Z,4723.42,4770.12,4688.94,4732.47,6003.9059
1636563600000,2021-11-10T17:00:00.000Z,4870.14,4914.31,4854.55,4871.16,5293.7622
1636567200000,2021-11-10T18:00:00.000Z,4824.07,4859.3,4817.86,4840.07,12061.5466
1636570800000,2021-11-10T19:00:00.000Z,4930.34,4971.1,4900.54,4901.19,8887.141
1636574400000,2021-11-10T20:00:00.000Z,4782.3,4858.85,4751.64,4821.3,12598.986
1636578000000,2021-11-10T21:00:00.000Z,4820.94,4833.32,4786.09,4829.33,7310.8191
1636581600000,2021-11-10T22:00:00.000Z,4906.05,4926.58,4877.46,4910.35,10153.7339
1636585200000,2021-11-10T23:00:00.000Z,4745.55,4746.48,4695.83,4731.66,14126.3318
1636588800000,2021-11-11T00:00:00.000Z,4908.09,4933.16,4865.48,4931.42,16236.5379
1636592400000,2021-11-11T01:00:00.000Z,4752.79,4767.68,4726.04,4749.29,9886.1464
1636596000000,2021-11-11T02:00:00.000Z,4832.2,4879.7,4795.45,4810.49,7876.8179
1636599600000,2021-11-11T03:00:00.000Z,4950.03,4992.63,4914.57,4939.11,15810.85
1636603200000,2021-11-11T04:00:00.000Z,4722.55,4760.74,4698.67,4750.76,9330.5753
1636606800000,2021-11-11T05:00:00.000Z,4757.8,4824.1,4718.3,4787.64,17479.3819
1636610400000,2021-11-11T06:00:00.000Z,4934.85,4938.04,4886.02,4926.98,7871.7443
1636614000000,2021-11-11T07:00:00.000Z,4827.41,4869.09,4808.13,4830.37,10300.8441
1636617600000,2021-11-11T08:00:00.000Z,4799.66,4817.49,4781.28,4817.38,11507.3984
1636621200000,2021-11-11T09:00:00.000Z,4700.36,4750.94,4675.17,4728.53,14101.8634
1636624800000,2021-11-11T10:00:00.000Z,4852.89,4887.13,4815.93,4860.84,11379.629
1636628400000,2021-11-11T11:00:00.000Z,4758.32,4795.79,4705.85,4733.89,11314.2406
1636632000000,2021-11-11T12:00:00.000Z,4930.37,4939.71,4897.39,4921.39,7830.2933
1636635600000,2021-11-11T13:00:00.000Z,4799.96,4810.62,4789.1,4802.79,14485.2014
1636639200000,2021-11-11T14:00:00.000Z,4936.39,4947.43,4886.98,4934.92,8028.2192
1636642800000,2021-11-11T15:00:00.000Z,4817.44,4859.69,4793.54,4819.59,11295.2962
1636646400000,2021-11-11T16:00:00.000Z,4803.31,4803.39,4760.16,4783.52,9482.0546
1636650000000,2021-11-11T17:00:00.000Z,4822.67,4836.61,4758.47,4794.35,10280.7772
1636653600000,2021-11-11T18:00:00.000Z,4818.63,4869.58,4816.3,4847.63,18453.235
1636657200000,2021-11-11T19:00:00.000Z,4843.98,4897.08,4807.32,4877.46,16579.2943
1636660800000,2021-11-11T20:00:00.000Z,4834.39,4886.51,4812.06,4841.11,5840.2887
1636664400000,2021-11-11T21:00:00.000Z,4753.7,4818.71,4725.19,4772.29,15227.2235
1636668000000,2021-11-11T22:00:00.000Z,4826.42,4830.72,4772.48,4818.9,9177.6204
1636671600000,2021-11-11T23:00:00.000Z,4892.45,4941.04,4851.36,4874.01,6766.3009
1636675200000,2021-11-12T00:00:00.000Z,4714.23,4759.75,4712.39,4728.29,13472.4968
1636678800000,2021-11-12T01:00:00.000Z,4848.26,4894.79,4848.06,4857.97,6414.4833
1636682400000,2021-11-12T02:00:00.000Z,4900.62,4953.61,4855.17,4920.23,13273.2111
1636686000000,2021-11-12T03:00:00.000Z,4703.01,4723.38,4702.72,4713.15,15886.0436
1636689600000,2021-11-12T04:00:00.000Z,4773.91,4792.91,4722.76,4738.64,8793.9286
1636693200000,2021-11-12T05:00:00.000Z,4892.36,4908.8,4852.7,4883.74,14036.2439
1636696800000,2021-11-12T06:00:00.000Z,4725.66,4727.91,4680.07,4715.98,14364.0072
1636700400000,2021-11-12T07:00:00.000Z,4908.34,4925.1,4868.02,4896.89,9963.9912
1636704000000,2021-11-12T08:00:00.000Z,4801.19,4827.18,4748.09,4780.98,15314.3438
1636707600000,2021-11-12T09:00:00.000Z,4778.79,4796.06,4721.74,4752.51,10902.9623
1636711200000,2021-11-12T10:00:00.000Z,4827.98,4868.17,4791.33,4816.5,13778.5886
1636714800000,2021-11-12T11:00:00.000Z,4815.93,4841.35,4725.41,4769.54,7925.8527
1636718400000,2021-11-12T12:00:00.000Z,4785.07,4825.47,4735.59,4760.86,10620.9144
1636722000000,2021-11-12T13:00:00.000Z,4826.18,4844.12,4798.11,4816.06,6937.8403
1636725600000,2021-11-12T14:00:00.000Z,4697.95,4775.54,4664.86,4733.19,18722.6843
1636729200000,2021-11-12T15:00:00.000Z,4675.45,4723.49,4639.11,4690.73,5998.877
1636732800000,2021-11-12T16:00:00.000Z,4669.22,4695.5,4633.45,4688.55,11664.6456
1636736400000,2021-11-12T17:00:00.000Z,4901.31,4914.43,4892.69,4896.9,15365.8326
1636740000000,2021-11-12T18:00:00.000Z,4822.01,4867.54,4790.46,4798.32,13017.0091
1636743600000,2021-11-12T19:00:00.000Z,4845.94,4889.27,4837.92,4856.84,9181.3359
1636747200000,2021-11-12T20:00:00.000Z,4838.28,4864.31,4813.55,4830.99,8778.6263
1636750800000,2021-11-12T21:00:00.000Z,4871.72,4925.62,4839.84,4899.71,10893.6253
